# A Mapping between WordNet 3.0 and 3.1 synset offsets
# HyperDic hyper-dictionary, http://hyperdic.net
# (c) 2012 by Eric Kafe
#
# This mapping is released under the CC BY 3.0 license
# http://creativecommons.org/licenses/by/3.0/
#=====================================================
#PoS	WordNet 3.0	WordNet 3.1
v	00135285	00135093
v	00135578	00135386
v	00135857	00135665
v	00136044	00135852
v	00136254	00136062
v	00136443	00136251
v	00136567	00136375
v	00136673	00136481
v	00136800	00136608
v	00136991	00136799
v	00137313	00137133
v	00137791	00137611
v	00137940	00137760
v	00138069	00137889
v	00138217	00138037
v	00138360	00138180
v	00138508	00138328
v	00139160	00138980
v	00139367	00139187
v	00139586	00139406
v	00139729	00139549
v	00139908	00139728
v	00140123	00139943
v	00140751	00140571
v	00140967	00140787
v	00141362	00141182
v	00141524	00141344
v	00141632	00141452
v	00141749	00141569
v	00141914	00141734
v	00142055	00141875
v	00142191	00142011
v	00142967	00142787
v	00143065	00142885
v	00143204	00143024
v	00143338	00143158
v	00143540	00143360
v	00143704	00143524
v	00143914	00143734
v	00144040	00143860
v	00144169	00143989
v	00144314	00144134
v	00144446	00144266
v	00144544	00144364
v	00144694	00144514
v	00144850	00144670
v	00145147	00144967
v	00145299	00145119
v	00145448	00145268
v	00145623	00145443
v	00145772	00145592
v	00145902	00145722
v	00146023	00145843
v	00146138	00145958
v	00147815	00147635
v	00148341	00148161
v	00148472	00148292
v	00148597	00148417
v	00148763	00148583
v	00148967	00148787
v	00149118	00148938
v	00149296	00149116
v	00149469	00149289
v	00149583	00149403
v	00150096	00149916
v	00150287	00150107
v	00150776	00150596
v	00150977	00150797
v	00151114	00150934
v	00151279	00151099
v	00151448	00151268
v	00151574	00151394
v	00151689	00151509
v	00152558	00152378
v	00152762	00152582
v	00152887	00152707
v	00153061	00152881
v	00153263	00153083
v	00153964	00153784
v	00154141	00153949
v	00154388	00154196
v	00154608	00154416
v	00154778	00154586
v	00154966	00154774
v	00155046	00154854
v	00155143	00154951
v	00155406	00155214
v	00155547	00155355
v	00155727	00155535
v	00155869	00155677
v	00156027	00155835
v	00156139	00155947
v	00156276	00156084
v	00156485	00156293
v	00156601	00156409
v	00157219	00157027
v	00157347	00157155
v	00157462	00157270
v	00157623	00157431
v	00157844	00157652
v	00157950	00157758
v	00158094	00157902
v	00158222	00158030
v	00158384	00158192
v	00158503	00158311
v	00158687	00158495
v	00158804	00158612
v	00159236	00159044
v	00159368	00159176
v	00159553	00159361
v	00159642	00159450
v	00159880	00159688
v	00160086	00159894
v	00160261	00160069
v	00160447	00160255
v	00160653	00160461
v	00160880	00160688
v	00161012	00160820
v	00161225	00161033
v	00161731	00161539
v	00161872	00161680
v	00161987	00161795
v	00162167	00161975
v	00162350	00162158
v	00162549	00162357
v	00162688	00162496
v	00163251	00163059
v	00163441	00163249
v	00163703	00163511
v	00163915	00163723
v	00164072	00163880
v	00164201	00164009
v	00164444	00164252
v	00164658	00164466
v	00164816	00164624
v	00165103	00164911
v	00165244	00165052
v	00165450	00165258
v	00165618	00165426
v	00165789	00165597
v	00165971	00165779
v	00166220	00166028
v	00166331	00166139
v	00166457	00166265
v	00166593	00166401
v	00166748	00166556
v	00166845	00166653
v	00166952	00166760
v	00167191	00166999
v	00167385	00167193
v	00167535	00167343
v	00167652	00167460
v	00167824	00167632
v	00167934	00167742
v	00168217	00168025
v	00168393	00168201
v	00168588	00168396
v	00168910	00168718
v	00169176	00168984
v	00169298	00169106
v	00169458	00169266
v	00169651	00169459
v	00169806	00169614
v	00170381	00170189
v	00170500	00170308
v	00170695	00170503
v	00170857	00170701
v	00170997	00171010
v	00171127	00171140
v	00171339	00171352
v	00171458	00171471
v	00171586	00171599
v	00171852	00171865
v	00172258	00172271
v	00172381	00172394
v	00172505	00172518
v	00172732	00172745
v	00172909	00172922
v	00173007	00173020
v	00173159	00173172
v	00173338	00173351
v	00175804	00175817
v	00176021	00176031
v	00176137	00176147
v	00176327	00176337
v	00176459	00176469
v	00176618	00176628
v	00176756	00176766
v	00176874	00176884
v	00177011	00177021
v	00177136	00177146
v	00177243	00177253
v	00177578	00177588
v	00177714	00177724
v	00177861	00177871
v	00177984	00177994
v	00178102	00178216
v	00178235	00178349
v	00178380	00178494
v	00178502	00178616
v	00178652	00178766
v	00178773	00178887
v	00178898	00179012
v	00179060	00179205
v	00179227	00179372
v	00179311	00179456
v	00179567	00179712
v	00179718	00179863
v	00179852	00179997
v	00179959	00180104
v	00180076	00180221
v	00180197	00180342
v	00180315	00180460
v	00180495	00180640
v	00180602	00180747
v	00180728	00180873
v	00180837	00180982
v	00181005	00181150
v	00181180	00181325
v	00181258	00181403
v	00181434	00181579
v	00181559	00181704
v	00181664	00181809
v	00181875	00182020
v	00182037	00182182
v	00182269	00182414
v	00182406	00182551
v	00183241	00183386
v	00183383	00183528
v	00183506	00183651
v	00183757	00183902
v	00183879	00184024
v	00184117	00184262
v	00184377	00184522
v	00184511	00184656
v	00184633	00184778
v	00184786	00184931
v	00184907	00185052
v	00185103	00185248
v	00185348	00185493
v	00185465	00185610
v	00185698	00185843
v	00185857	00186002
v	00186001	00186146
v	00186161	00186306
v	00186446	00186591
v	00186567	00186712
v	00186740	00186885
v	00186912	00187057
v	00187016	00187161
v	00187147	00187292
v	00187268	00187413
v	00187415	00187560
v	00187526	00187671
v	00188000	00188206
v	00188137	00188343
v	00188252	00188584
v	00188375	00188707
v	00188466	00188798
v	00188580	00188912
v	00188721	00189053
v	00188949	00189281
v	00189062	00189394
v	00189189	00189521
v	00189364	00189696
v	00189511	00189843
v	00189669	00190001
v	00189823	00190155
v	00189927	00190259
v	00190023	00190355
v	00190180	00190512
v	00190389	00190721
v	00190586	00190918
v	00190682	00191014
v	00190886	00191218
v	00190999	00191331
v	00191220	00191552
v	00191385	00191717
v	00191517	00191849
v	00191728	00192060
v	00191940	00192272
v	00192051	00192383
v	00192356	00192688
v	00192471	00192803
v	00192659	00193003
v	00192836	00193180
v	00193130	00193474
v	00193328	00193672
v	00193486	00193830
v	00193790	00194134
v	00193954	00194298
v	00194079	00194423
v	00194170	00194514
v	00194373	00194717
v	00194534	00194878
v	00194696	00195040
v	00194812	00195156
v	00194912	00195256
v	00195091	00195435
v	00195221	00195565
v	00195342	00195686
v	00195617	00195961
v	00195813	00196157
v	00196024	00196368
v	00196252	00196596
v	00196364	00196708
v	00196595	00196970
v	00196758	00197133
v	00196990	00197365
v	00197091	00197466
v	00197206	00197581
v	00197318	00197693
v	00197423	00197798
v	00197590	00197965
v	00197744	00198119
v	00197956	00198331
v	00198057	00198432
v	00198213	00198588
v	00198367	00198742
v	00198477	00198852
v	00198623	00198998
v	00198710	00199085
v	00198850	00199225
v	00199067	00199442
v	00199309	00199684
v	00199490	00199854
v	00199659	00200023
v	00199912	00200276
v	00200242	00200606
v	00200397	00200761
v	00200863	00201227
v	00201034	00201398
v	00201407	00201771
v	00201618	00201982
v	00201722	00202086
v	00201906	00202270
v	00202089	00202453
v	00202236	00202600
v	00202445	00202809
v	00202569	00202933
v	00202784	00203148
v	00202934	00203298
v	00202934	00295646
v	00203081	00203443
v	00203213	00203575
v	00203556	00203918
v	00203739	00204101
v	00203866	00204228
v	00204281	00204643
v	00204391	00204753
v	00204585	00204947
v	00204750	00205112
v	00204872	00205234
v	00205046	00205454
v	00205598	00206006
v	00205766	00206174
v	00205885	00206293
v	00206797	00207205
v	00206998	00207406
v	00207184	00207592
v	00207418	00207826
v	00207588	00207996
v	00207728	00208136
v	00207911	00208319
v	00208055	00208463
v	00208210	00208618
v	00208497	00208905
v	00208691	00209099
v	00208836	00209244
v	00209174	00209582
v	00209420	00209846
v	00209598	00210024
v	00209837	00210263
v	00210110	00210536
v	00210259	00210685
v	00210481	00210907
v	00210647	00211073
v	00210738	00211164
v	00211001	00211427
v	00211108	00211534
v	00211396	00211822
v	00211642	00212068
v	00211852	00212278
v	00212049	00212475
v	00212236	00212662
v	00212414	00212840
v	00212790	00213216
v	00213034	00213460
v	00213223	00213649
v	00213353	00213779
v	00213544	00213970
v	00213712	00214138
v	00213794	00214220
v	00214020	00214446
v	00214268	00214694
v	00214407	00214833
v	00214624	00215050
v	00214794	00215220
v	00214951	00215377
v	00215254	00215680
v	00215363	00215789
v	00215491	00215917
v	00215661	00216087
v	00215800	00216226
v	00216057	00216483
v	00216216	00216642
v	00216561	00216987
v	00216692	00217118
v	00216801	00217227
v	00216991	00217417
v	00217152	00217578
v	00217427	00217853
v	00217576	00218002
v	00217700	00218126
v	00217956	00218382
v	00218214	00218640
v	00218330	00218756
v	00218475	00218901
v	00218888	00219314
v	00219012	00219438
v	00219224	00219650
v	00219316	00219742
v	00219403	00219829
v	00219597	00220023
v	00219775	00220201
v	00219963	00220389
v	00220115	00220541
v	00220276	00220702
v	00220461	00220887
v	00220701	00221127
v	00220869	00221295
v	00221413	00221839
v	00221607	00222033
v	00221718	00222144
v	00221840	00222266
v	00221964	00222390
v	00222135	00222561
v	00222328	00222754
v	00222472	00222898
v	00222728	00223154
v	00222861	00223287
v	00222993	00223419
v	00223109	00223535
v	00223250	00223676
v	00223374	00223800
v	00223500	00223926
v	00223928	00224354
v	00224168	00224594
v	00224295	00224721
v	00224460	00224886
v	00224651	00225077
v	00224901	00225327
v	00225438	00225864
v	00225580	00226006
v	00225690	00226116
v	00225832	00226258
v	00226071	00226497
v	00226379	00226805
v	00226566	00226992
v	00226882	00227308
v	00227042	00227468
v	00227165	00227591
v	00227667	00228093
v	00227805	00228231
v	00227913	00228339
v	00228019	00228445
v	00228127	00228553
v	00228236	00228662
v	00228521	00228947
v	00228655	00229081
v	00228858	00229284
v	00229026	00229452
v	00229280	00229706
v	00229605	00230031
v	00229801	00230227
v	00230033	00230459
v	00230276	00230702
v	00230562	00230988
v	00230746	00231172
v	00231288	00231714
v	00231445	00231871
v	00231557	00231983
v	00231976	00232402
v	00232101	00232527
v	00232225	00232651
v	00232388	00232796
v	00232542	00232932
v	00232714	00233086
v	00232843	00233215
v	00232956	00233328
v	00233089	00233461
v	00233203	00233575
v	00233335	00234091
v	00234057	00234758
v	00234217	00234918
v	00234390	00235091
v	00234536	00235237
v	00234725	00235426
v	00234857	00235558
v	00234988	00235689
v	00235110	00235827
v	00235368	00236085
v	00235763	00236613
v	00235918	00236768
v	00236104	00236954
v	00236289	00237139
v	00236592	00237442
v	00236843	00237729
v	00236999	00237885
v	00237259	00238145
v	00237511	00238397
v	00237704	00238590
v	00237877	00238763
v	00238255	00239141
v	00238372	00239258
v	00238542	00239428
v	00238720	00239606
v	00238867	00239753
v	00239321	00240207
v	00239614	00240500
v	00239754	00240640
v	00239973	00240859
v	00240131	00241017
v	00240293	00241179
v	00240571	00241457
v	00240810	00241696
v	00241038	00241924
v	00241399	00242285
v	00241496	00242382
v	00241689	00242575
v	00241924	00242810
v	00242026	00242912
v	00242205	00243091
v	00242396	00243282
v	00242580	00243466
v	00242747	00243633
v	00242976	00243862
v	00243124	00244010
v	00243379	00244265
v	00243572	00244458
v	00243749	00244635
v	00243900	00244786
v	00244284	00245170
v	00244416	00245302
v	00244625	00245511
v	00244923	00245809
v	00245059	00245945
v	00245289	00246175
v	00245457	00246343
v	00245780	00246666
v	00245913	00246799
v	00246125	00247011
v	00246217	00247103
v	00246475	00247361
v	00246588	00247474
v	00246746	00247632
v	00246930	00247816
v	00247048	00247934
v	00247234	00248120
v	00247390	00248276
v	00247702	00248588
v	00247830	00248716
v	00248026	00248912
v	00248387	00249273
v	00248512	00249398
v	00248659	00249545
v	00249017	00249903
v	00249188	00250074
v	00249313	00250199
v	00249556	00250442
v	00249679	00250565
v	00249852	00250738
v	00249969	00250855
v	00250181	00251067
v	00250539	00251425
v	00250691	00251577
v	00250877	00251763
v	00251064	00251950
v	00251270	00252156
v	00251463	00252349
v	00251615	00252501
v	00251791	00252677
v	00252019	00252905
v	00252710	00253596
v	00252990	00253876
v	00253277	00254163
v	00253501	00254387
v	00253664	00254550
v	00253761	00254647
v	00254150	00255036
v	00254298	00255184
v	00254486	00255372
v	00254672	00255558
v	00254867	00255753
v	00255079	00255965
v	00255272	00256158
v	00255389	00256275
v	00255654	00256540
v	00255752	00256638
v	00255880	00256766
v	00256027	00256913
v	00256117	00257003
v	00256283	00257169
v	00256369	00257255
v	00256507	00257393
v	00256862	00257748
v	00257087	00257973
v	00257269	00258155
v	00257535	00258421
v	00257650	00258536
v	00257837	00258723
v	00257947	00258833
v	00258109	00258995
v	00258366	00259252
v	00258528	00259414
v	00258665	00259551
v	00258857	00259743
v	00259382	00260268
v	00259560	00260446
v	00259755	00260641
v	00259927	00260813
v	00260142	00261028
v	00260311	00261197
v	00260470	00261356
v	00260648	00261534
v	00261314	00262200
v	00261533	00262419
v	00261705	00262591
v	00261845	00262731
v	00261957	00262843
v	00262076	00262962
v	00262348	00263234
v	00262549	00263435
v	00262703	00263589
v	00262881	00263767
v	00263044	00263930
v	00263231	00264117
v	00263471	00264357
v	00263564	00264450
v	00263682	00264568
v	00263904	00264790
v	00264034	00264920
v	00264285	00265171
v	00264386	00265272
v	00264578	00265464
v	00264705	00265591
v	00264875	00265761
v	00265094	00265980
v	00265386	00266272
v	00265673	00266559
v	00265941	00266827
v	00266081	00266967
v	00266197	00267083
v	00266391	00267277
v	00266586	00267472
v	00266798	00267684
v	00267041	00267927
v	00267249	00268135
v	00267365	00268251
v	00267519	00268405
v	00267681	00268567
v	00267855	00268741
v	00268011	00268897
v	00268165	00269051
v	00268314	00269200
v	00268477	00269363
v	00268680	00269566
v	00268796	00269682
v	00268968	00269854
v	00269140	00270026
v	00269423	00270309
v	00269682	00270568
v	00269889	00270775
v	00270005	00270891
v	00270215	00271014
v	00270440	00271239
v	00270561	00271360
v	00270699	00271498
v	00270826	00271625
v	00271201	00272000
v	00271403	00272202
v	00271520	00272319
v	00271711	00272510
v	00271946	00272745
v	00272177	00272976
v	00272391	00273190
v	00272683	00273482
v	00272910	00273709
v	00273114	00273913
v	00273257	00274056
v	00273445	00274244
v	00273734	00274533
v	00273963	00274762
v	00274283	00275082
v	00274633	00275432
v	00274724	00275523
v	00274942	00275741
v	00275088	00275887
v	00275253	00276052
v	00275466	00276265
v	00275607	00276406
v	00275843	00276642
v	00276068	00276867
v	00276214	00277013
v	00276373	00277172
v	00276601	00277400
v	00276883	00277653
v	00277086	00277856
v	00277254	00278024
v	00277399	00278169
v	00277659	00278429
v	00277935	00278705
v	00278117	00278887
v	00278280	00279050
v	00278514	00279284
v	00278710	00279480
v	00278899	00279669
v	00279075	00279845
v	00279239	00280009
v	00279465	00280235
v	00279661	00280431
v	00279822	00280592
v	00280112	00280882
v	00280301	00281071
v	00280532	00281302
v	00280787	00281547
v	00280930	00281690
v	00281101	00281861
v	00281703	00282463
v	00281790	00282550
v	00281913	00282673
v	00282076	00282836
v	00282343	00283103
v	00282523	00283283
v	00282652	00283412
v	00282790	00283550
v	00282933	00283693
v	00283090	00283850
v	00283415	00284175
v	00283584	00284344
v	00283664	00284424
v	00283805	00284565
v	00283911	00284671
v	00284669	00285429
v	00284813	00285573
v	00284958	00285718
v	00285088	00285848
v	00285231	00285991
v	00285314	00286074
v	00285414	00286174
v	00285506	00286266
v	00285593	00286353
v	00285705	00286465
v	00285856	00286616
v	00286008	00286768
v	00286333	00287093
v	00286483	00287243
v	00286605	00287365
v	00286798	00287558
v	00286928	00287688
v	00287258	00288018
v	00287392	00288152
v	00287560	00288320
v	00287735	00288497
v	00287848	00288610
v	00288017	00288779
v	00288192	00288954
v	00288314	00289076
v	00288391	00289153
v	00288563	00289325
v	00288673	00289435
v	00288814	00289576
v	00288947	00289709
v	00289031	00289793
v	00289159	00289921
v	00289297	00290059
v	00289392	00290154
v	00289532	00290294
v	00289679	00290441
v	00289840	00290602
v	00289974	00290736
v	00290132	00290894
v	00290302	00291064
v	00290581	00291343
v	00290740	00291502
v	00290983	00291745
v	00291163	00291925
v	00291286	00292048
v	00291444	00292206
v	00291624	00292386
v	00291757	00292519
v	00291873	00292635
v	00292247	00293009
v	00292368	00293130
v	00292507	00293269
v	00292672	00293434
v	00292877	00293639
v	00293141	00293903
v	00293429	00294191
v	00293528	00294290
v	00293760	00294522
v	00293977	00294739
v	00294245	00295007
v	00294522	00295284
v	00294718	00295480
v	00294884	00295646
v	00295120	00295901
v	00295254	00296035
v	00295346	00296127
v	00295563	00296344
v	00295697	00296478
v	00295966	00296747
v	00296178	00296959
v	00296973	00297754
v	00297193	00297974
v	00297333	00298114
v	00297507	00298288
v	00297669	00298450
v	00297780	00298561
v	00297906	00298687
v	00298067	00298848
v	00298244	00299025
v	00298420	00299201
v	00298556	00299337
v	00298773	00299554
v	00298896	00299677
v	00299188	00299969
v	00299341	00300122
v	00299580	00300361
v	00300113	00300894
v	00300317	00301098
v	00300537	00301318
v	00300761	00301542
v	00300989	00301770
v	00301179	00301960
v	00301338	00302119
v	00301544	00302325
v	00301662	00302443
v	00301856	00302637
v	00302130	00302911
v	00302464	00303245
v	00302763	00303544
v	00302875	00303656
v	00303056	00303837
v	00303309	00304090
v	00303465	00304246
v	00303661	00304442
v	00303806	00304587
v	00303940	00304721
v	00304100	00304881
v	00304252	00305033
v	00304422	00305203
v	00304662	00305443
v	00304828	00305609
v	00304946	00305727
v	00305109	00305890
v	00305417	00306198
v	00305537	00306318
v	00305846	00306627
v	00306017	00306798
v	00306298	00307079
v	00306539	00307321
v	00306723	00307505
v	00307060	00307842
v	00307191	00307973
v	00307295	00308077
v	00307419	00308201
v	00307568	00308350
v	00307785	00308567
v	00308105	00308887
v	00308269	00309051
v	00308399	00309181
v	00308534	00309316
v	00308775	00309557
v	00309074	00309856
v	00309310	00310092
v	00309582	00310364
v	00309792	00310574
v	00309990	00310772
v	00310155	00310937
v	00310274	00311056
v	00310386	00311168
v	00310635	00311417
v	00310812	00311594
v	00310937	00311719
v	00311113	00311895
v	00311338	00312120
v	00311559	00312341
v	00311865	00312647
v	00311980	00312762
v	00312060	00312842
v	00312165	00312947
v	00312278	00313060
v	00312380	00313162
v	00312575	00313357
v	00312648	00313430
v	00312815	00313597
v	00312990	00313791
v	00313171	00313972
v	00313354	00314155
v	00313464	00314265
v	00313585	00314386
v	00313712	00314513
v	00313860	00314661
v	00313987	00314788
v	00314272	00315073
v	00314605	00315406
v	00314782	00315583
v	00315020	00315821
v	00315330	00316131
v	00315605	00316406
v	00315810	00316611
v	00315956	00316757
v	00316195	00316996
v	00316390	00317191
v	00316494	00317295
v	00316631	00317432
v	00316768	00317569
v	00317086	00317887
v	00317241	00318042
v	00317468	00318269
v	00317569	00318370
v	00317700	00318501
v	00317888	00318689
v	00318326	00319127
v	00318484	00319285
v	00318706	00319507
v	00318816	00319617
v	00319111	00319912
v	00319214	00320015
v	00319406	00320207
v	00319629	00320430
v	00319761	00320562
v	00319886	00320687
v	00320121	00320922
v	00320246	00321047
v	00320410	00321211
v	00320536	00321337
v	00320681	00321482
v	00320911	00321712
v	00321020	00321821
v	00321148	00321949
v	00321341	00322142
v	00321486	00322287
v	00321652	00322453
v	00321801	00322602
v	00321936	00322737
v	00322151	00322952
v	00322395	00323196
v	00322559	00323360
v	00322719	00323520
v	00322847	00323648
v	00323377	00324178
v	00323571	00324372
v	00323703	00324504
v	00323856	00324657
v	00324071	00324872
v	00324231	00325032
v	00324427	00325228
v	00324560	00325361
v	00324806	00325607
v	00325085	00325886
v	00325208	00326009
v	00325328	00326129
v	00325647	00326448
v	00325777	00326578
v	00325910	00326711
v	00326049	00326850
v	00326170	00326971
v	00326310	00327111
v	00326459	00327260
v	00326619	00327420
v	00326773	00327574
v	00327010	00327820
v	00327145	00327955
v	00327362	00328172
v	00327654	00328464
v	00327813	00328623
v	00327982	00328792
v	00328128	00328938
v	00328370	00329180
v	00328579	00329389
v	00328679	00329489
v	00328802	00329612
v	00329244	00330054
v	00329495	00330305
v	00329654	00330464
v	00329817	00330627
v	00330003	00330813
v	00330144	00330954
v	00330426	00331236
v	00330565	00331375
v	00330751	00331561
v	00330909	00331719
v	00331082	00331892
v	00331514	00332324
v	00331713	00332523
v	00331842	00332652
v	00332017	00332827
v	00332154	00332964
v	00332445	00333255
v	00332672	00333482
v	00332835	00333645
v	00333066	00333876
v	00333277	00334087
v	00333426	00334236
v	00333594	00334404
v	00333758	00334568
v	00333907	00334717
v	00334050	00334860
v	00334186	00334996
v	00334649	00335459
v	00334803	00335613
v	00334996	00335806
v	00335366	00336176
v	00335555	00336365
v	00335697	00336507
v	00335814	00336624
v	00335923	00336733
v	00336158	00336968
v	00336260	00337070
v	00336539	00337349
v	00336718	00337528
v	00336922	00337732
v	00337065	00337875
v	00337234	00338044
v	00337428	00338238
v	00337568	00338378
v	00337700	00338510
v	00337903	00338713
v	00338071	00338881
v	00338559	00339369
v	00338736	00339546
v	00338866	00339676
v	00338964	00339774
v	00339085	00339895
v	00339268	00340078
v	00339464	00340274
v	00339738	00340548
v	00339934	00340744
v	00340704	00341496
v	00340846	00341638
v	00341040	00341832
v	00341184	00341976
v	00341422	00342077
v	00341560	00342215
v	00341757	00342412
v	00341917	00342572
v	00342164	00342819
v	00342314	00342969
v	00342443	00343098
v	00342640	00343295
v	00342812	00343467
v	00342980	00343635
v	00343180	00343834
v	00343334	00343988
v	00343600	00344254
v	00343771	00344425
v	00343898	00344552
v	00344042	00344696
v	00344174	00344828
v	00344492	00345146
v	00344643	00345297
v	00344886	00345540
v	00345000	00345654
v	00345184	00345838
v	00345312	00345966
v	00345508	00346162
v	00345652	00346306
v	00345761	00346415
v	00346537	00347191
v	00346714	00347368
v	00346839	00347493
v	00346958	00347612
v	00347104	00347758
v	00347276	00347930
v	00347420	00348074
v	00347610	00348264
v	00347804	00348458
v	00347918	00348572
v	00348103	00348757
v	00348252	00348906
v	00348422	00349076
v	00348541	00349195
v	00348746	00349400
v	00349223	00349877
v	00349416	00350070
v	00349592	00350246
v	00349785	00350439
v	00349951	00350605
v	00350104	00350758
v	00350283	00350937
v	00350461	00351115
v	00350889	00351543
v	00351048	00351702
v	00351266	00351920
v	00351406	00352060
v	00351576	00352230
v	00351719	00352373
v	00351824	00352478
v	00351963	00352617
v	00352137	00352791
v	00352310	00352964
v	00352419	00353073
v	00352558	00353212
v	00352826	00353480
v	00353639	00354293
v	00353839	00354493
v	00354030	00354684
v	00354195	00354849
v	00354317	00354971
v	00354452	00355106
v	00354634	00355288
v	00354845	00355499
v	00355038	00355692
v	00355177	00355831
v	00355365	00356019
v	00355524	00356178
v	00355670	00356324
v	00355803	00356457
v	00355955	00356609
v	00356258	00356912
v	00356649	00357303
v	00356789	00357443
v	00356954	00357608
v	00357198	00357852
v	00357332	00357986
v	00357667	00358321
v	00357854	00358508
v	00357998	00358652
v	00358135	00358789
v	00358314	00358968
v	00358431	00359085
v	00359405	00360059
v	00359511	00360165
v	00359806	00360460
v	00359916	00360569
v	00360092	00360745
v	00360337	00360990
v	00360501	00361154
v	00360678	00361331
v	00360805	00361458
v	00360932	00361585
v	00361208	00361861
v	00361388	00362041
v	00361495	00362148
v	00361641	00362294
v	00361797	00362450
v	00361952	00362605
v	00362128	00362781
v	00362348	00363001
v	00362610	00363263
v	00362805	00363458
v	00363003	00363656
v	00363110	00363763
v	00363268	00363921
v	00363493	00364146
v	00363742	00364395
v	00363916	00364569
v	00364064	00364717
v	00364297	00364950
v	00364478	00365131
v	00364629	00365282
v	00364868	00365521
v	00365188	00365841
v	00365446	00366099
v	00365647	00366300
v	00365810	00366463
v	00366020	00366673
v	00366275	00366928
v	00366547	00367200
v	00366741	00367394
v	00366858	00367511
v	00367241	00367894
v	00367416	00368069
v	00367563	00368216
v	00367685	00368338
v	00368109	00368762
v	00368367	00369020
v	00368522	00369175
v	00368662	00369315
v	00368847	00369500
v	00369064	00369717
v	00369194	00369847
v	00369442	00370095
v	00369628	00370281
v	00369864	00370517
v	00370126	00370779
v	00370263	00370916
v	00370412	00371065
v	00370773	00371426
v	00370921	00371574
v	00371051	00371704
v	00371264	00371917
v	00371717	00372370
v	00371823	00372476
v	00371955	00372608
v	00372157	00372810
v	00372251	00372904
v	00372400	00373053
v	00372501	00373154
v	00372665	00373318
v	00372958	00373611
v	00373112	00373765
v	00373250	00373903
v	00373397	00374050
v	00373520	00374173
v	00373766	00374419
v	00374135	00374806
v	00374375	00375046
v	00374534	00375205
v	00374668	00375339
v	00374893	00375564
v	00375021	00375692
v	00375268	00375939
v	00375417	00376088
v	00375579	00376250
v	00375690	00376361
v	00375865	00376536
v	00376106	00376777
v	00376625	00377296
v	00376807	00377478
v	00377002	00377673
v	00377351	00378022
v	00377569	00378240
v	00377715	00378386
v	00377906	00378577
v	00378042	00378713
v	00378361	00379032
v	00378521	00379192
v	00378664	00379335
v	00379023	00379694
v	00379154	00379825
v	00379280	00379951
v	00379440	00380111
v	00379774	00380445
v	00379996	00380667
v	00380159	00380830
v	00380424	00381095
v	00380698	00381369
v	00380872	00381543
v	00381013	00381684
v	00381331	00382002
v	00381496	00382167
v	00381601	00382272
v	00381850	00382521
v	00382010	00382681
v	00382256	00382927
v	00382410	00383081
v	00382493	00383164
v	00382635	00383306
v	00383093	00383764
v	00383275	00383946
v	00383437	00384108
v	00383542	00384213
v	00383764	00384435
v	00383871	00384542
v	00384055	00384726
v	00384411	00385082
v	00384620	00385291
v	00385047	00385718
v	00385189	00385860
v	00385385	00386056
v	00385685	00386356
v	00385865	00386536
v	00386085	00386756
v	00386252	00386923
v	00386390	00387061
v	00386566	00387237
v	00386715	00387386
v	00386965	00387636
v	00387153	00387824
v	00387310	00387981
v	00387680	00388351
v	00387919	00388590
v	00388065	00388736
v	00388296	00388967
v	00388635	00389306
v	00389083	00389754
v	00389238	00389909
v	00389406	00390077
v	00389638	00390309
v	00389856	00390527
v	00389992	00390663
v	00390215	00390886
v	00390459	00391130
v	00390560	00391231
v	00390741	00391412
v	00390842	00391513
v	00391021	00391723
v	00391203	00391905
v	00391417	00392119
v	00391553	00392255
v	00391672	00392374
v	00391833	00392535
v	00391971	00392673
v	00392142	00392844
v	00392314	00393016
v	00392426	00393128
v	00392588	00393290
v	00392758	00393460
v	00392860	00393562
v	00392960	00393662
v	00393227	00393929
v	00393398	00394100
v	00393534	00394236
v	00393677	00394379
v	00393953	00394859
v	00394381	00395287
v	00394563	00395469
v	00394813	00395719
v	00395583	00396489
v	00395698	00396604
v	00395841	00396747
v	00396035	00396941
v	00396234	00397140
v	00396325	00397231
v	00396513	00397419
v	00396703	00397609
v	00396880	00397786
v	00396997	00397903
v	00397192	00398098
v	00397405	00398311
v	00397576	00398482
v	00397987	00398893
v	00398138	00399044
v	00398349	00399255
v	00398484	00399390
v	00398741	00399647
v	00398953	00399859
v	00399074	00399980
v	00399368	00400274
v	00399553	00400459
v	00399788	00400694
v	00400101	00401007
v	00400427	00401333
v	00400741	00401647
v	00400883	00401789
v	00401202	00402108
v	00401373	00402279
v	00401538	00402444
v	00401688	00402594
v	00401906	00402812
v	00402130	00403037
v	00402389	00403296
v	00402539	00403446
v	00402831	00403738
v	00403016	00403923
v	00403149	00404056
v	00403401	00404308
v	00403609	00404516
v	00403798	00404705
v	00403967	00404874
v	00404222	00405129
v	00404401	00405308
v	00404642	00405549
v	00405079	00406004
v	00405236	00406161
v	00405540	00406465
v	00405853	00406778
v	00406053	00406978
v	00406243	00407168
v	00406963	00407888
v	00407146	00408071
v	00407328	00408253
v	00407458	00408383
v	00407633	00408558
v	00407848	00408773
v	00408085	00409010
v	00408272	00409197
v	00408448	00409373
v	00408624	00409549
v	00408852	00409777
v	00409119	00410044
v	00409281	00410206
v	00409643	00410568
v	00409869	00410794
v	00410055	00410980
v	00410244	00411169
v	00410406	00411331
v	00410649	00411574
v	00410817	00411742
v	00411020	00411945
v	00411312	00412237
v	00411547	00412472
